,model,animal,accuracy
6324,top_model_weights_no_3d,sheep,0.62
6325,top_model_weights_no_3d,sheep,0.735
6326,top_model_weights_no_3d,sheep,0.725
6327,top_model_weights_no_3d,sheep,0.67
6328,top_model_weights_no_3d,sheep,0.75
6329,top_model_weights_no_3d,sheep,0.69
6330,top_model_weights_no_3d,sheep,0.665
6331,top_model_weights_no_3d,sheep,0.695
6332,top_model_weights_no_3d,sheep,0.69
6333,top_model_weights_no_3d,sheep,0.71
6334,top_model_weights_no_3d,sheep,0.655
6335,top_model_weights_no_3d,sheep,0.725
6336,top_model_weights_no_3d,sheep,0.76
6337,top_model_weights_no_3d,sheep,0.655
6338,top_model_weights_no_3d,sheep,0.68
6339,top_model_weights_no_3d,sheep,0.69
6340,top_model_weights_no_3d,sheep,0.655
6341,top_model_weights_no_3d,sheep,0.665
6342,top_model_weights_no_3d,sheep,0.65
6343,top_model_weights_no_3d,sheep,0.66
6344,top_model_weights_no_3d,sheep,0.665
6345,top_model_weights_no_3d,sheep,0.675
6346,top_model_weights_no_3d,sheep,0.685
6347,top_model_weights_no_3d,sheep,0.69
6348,top_model_weights_no_3d,sheep,0.67
6349,top_model_weights_no_3d,sheep,0.745
6350,top_model_weights_no_3d,sheep,0.675
6351,top_model_weights_no_3d,sheep,0.71
6352,top_model_weights_no_3d,sheep,0.69
6353,top_model_weights_no_3d,sheep,0.66
6354,top_model_weights_no_3d,sheep,0.645
6355,top_model_weights_no_3d,sheep,0.71
6356,top_model_weights_no_3d,sheep,0.625
6357,top_model_weights_no_3d,sheep,0.74
6358,top_model_weights_no_3d,sheep,0.695
6359,top_model_weights_no_3d,sheep,0.745
6360,top_model_weights_no_3d,sheep,0.64
6361,top_model_weights_no_3d,sheep,0.65
6362,top_model_weights_no_3d,sheep,0.71
6363,top_model_weights_no_3d,sheep,0.715
6364,top_model_weights_no_3d,sheep,0.7
6365,top_model_weights_no_3d,sheep,0.68
6366,top_model_weights_no_3d,sheep,0.705
6367,top_model_weights_no_3d,sheep,0.715
6368,top_model_weights_no_3d,sheep,0.71
6369,top_model_weights_no_3d,sheep,0.66
6370,top_model_weights_no_3d,sheep,0.675
6371,top_model_weights_no_3d,sheep,0.695
6372,top_model_weights_no_3d,sheep,0.685
6373,top_model_weights_no_3d,sheep,0.65
6374,top_model_weights_no_3d,sheep,0.65
6375,top_model_weights_no_3d,sheep,0.72
6376,top_model_weights_no_3d,sheep,0.64
6377,top_model_weights_no_3d,sheep,0.72
6378,top_model_weights_no_3d,sheep,0.675
6379,top_model_weights_no_3d,sheep,0.705
6380,top_model_weights_no_3d,sheep,0.745
6381,top_model_weights_no_3d,sheep,0.62
6382,top_model_weights_no_3d,sheep,0.65
6383,top_model_weights_no_3d,sheep,0.68
6384,top_model_weights_no_3d,sheep,0.65
6385,top_model_weights_no_3d,sheep,0.675
6386,top_model_weights_no_3d,sheep,0.635
6387,top_model_weights_no_3d,sheep,0.685
6388,top_model_weights_no_3d,sheep,0.695
6389,top_model_weights_no_3d,sheep,0.725
6390,top_model_weights_no_3d,sheep,0.68
6391,top_model_weights_no_3d,sheep,0.72
6392,top_model_weights_no_3d,sheep,0.66
6393,top_model_weights_no_3d,sheep,0.705
6394,top_model_weights_no_3d,sheep,0.695
6395,top_model_weights_no_3d,sheep,0.64
6396,top_model_weights_no_3d,sheep,0.64
6397,top_model_weights_no_3d,sheep,0.705
6398,top_model_weights_no_3d,sheep,0.575
6399,top_model_weights_no_3d,sheep,0.695
6400,top_model_weights_no_3d,sheep,0.665
6401,top_model_weights_no_3d,sheep,0.68
6402,top_model_weights_no_3d,sheep,0.69
6403,top_model_weights_no_3d,sheep,0.665
6404,top_model_weights_no_3d,sheep,0.625
6405,top_model_weights_no_3d,sheep,0.75
6406,top_model_weights_no_3d,sheep,0.67
6407,top_model_weights_no_3d,sheep,0.765
6408,top_model_weights_no_3d,sheep,0.665
6409,top_model_weights_no_3d,sheep,0.68
6410,top_model_weights_no_3d,sheep,0.67
6411,top_model_weights_no_3d,sheep,0.74
6412,top_model_weights_no_3d,sheep,0.76
6413,top_model_weights_no_3d,sheep,0.68
6414,top_model_weights_no_3d,sheep,0.685
6415,top_model_weights_no_3d,sheep,0.665
6416,top_model_weights_no_3d,sheep,0.705
6417,top_model_weights_no_3d,sheep,0.745
6418,top_model_weights_no_3d,sheep,0.655
6419,top_model_weights_no_3d,sheep,0.735
6420,top_model_weights_no_3d,sheep,0.7
6421,top_model_weights_no_3d,sheep,0.685
6422,top_model_weights_no_3d,sheep,0.71
6423,top_model_weights_no_3d,sheep,0.7
6424,top_model_weights_no_3d,sheep,0.7
6425,top_model_weights_no_3d,sheep,0.71
6426,top_model_weights_no_3d,sheep,0.71
6427,top_model_weights_no_3d,sheep,0.755
6428,top_model_weights_no_3d,sheep,0.59
6429,top_model_weights_no_3d,sheep,0.725
6430,top_model_weights_no_3d,sheep,0.645
6431,top_model_weights_no_3d,sheep,0.685
6432,top_model_weights_no_3d,sheep,0.715
6433,top_model_weights_no_3d,sheep,0.79
6434,top_model_weights_no_3d,sheep,0.73
6435,top_model_weights_no_3d,sheep,0.685
6436,top_model_weights_no_3d,sheep,0.67
6437,top_model_weights_no_3d,sheep,0.715
6438,top_model_weights_no_3d,sheep,0.625
6439,top_model_weights_no_3d,sheep,0.645
6440,top_model_weights_no_3d,sheep,0.675
6441,top_model_weights_no_3d,sheep,0.665
6442,top_model_weights_no_3d,sheep,0.615
6443,top_model_weights_no_3d,sheep,0.66
6444,top_model_weights_no_3d,sheep,0.67
6445,top_model_weights_no_3d,sheep,0.69
6446,top_model_weights_no_3d,sheep,0.7
6447,top_model_weights_no_3d,sheep,0.62
6448,top_model_weights_no_3d,sheep,0.695
6449,top_model_weights_no_3d,sheep,0.675
6450,top_model_weights_no_3d,sheep,0.645
6451,top_model_weights_no_3d,sheep,0.615
6452,top_model_weights_no_3d,sheep,0.74
6453,top_model_weights_no_3d,sheep,0.695
6454,top_model_weights_no_3d,sheep,0.675
6455,top_model_weights_no_3d,sheep,0.63
6456,top_model_weights_no_3d,sheep,0.685
6457,top_model_weights_no_3d,sheep,0.695
6458,top_model_weights_no_3d,sheep,0.685
6459,top_model_weights_no_3d,sheep,0.68
6460,top_model_weights_no_3d,sheep,0.64
6461,top_model_weights_no_3d,sheep,0.71
6462,top_model_weights_no_3d,sheep,0.68
6463,top_model_weights_no_3d,sheep,0.675
6464,top_model_weights_no_3d,sheep,0.605
6465,top_model_weights_no_3d,sheep,0.69
6466,top_model_weights_no_3d,sheep,0.72
6467,top_model_weights_no_3d,sheep,0.695
6468,top_model_weights_no_3d,sheep,0.695
6469,top_model_weights_no_3d,sheep,0.68
6470,top_model_weights_no_3d,sheep,0.68
6471,top_model_weights_no_3d,sheep,0.645
6472,top_model_weights_no_3d,sheep,0.625
6473,top_model_weights_no_3d,sheep,0.73
6474,top_model_weights_no_3d,sheep,0.685
6475,top_model_weights_no_3d,sheep,0.745
6476,top_model_weights_no_3d,sheep,0.69
6477,top_model_weights_no_3d,sheep,0.67
6478,top_model_weights_no_3d,sheep,0.68
6479,top_model_weights_no_3d,sheep,0.705
6480,top_model_weights_no_3d,sheep,0.665
6481,top_model_weights_no_3d,sheep,0.66
6482,top_model_weights_no_3d,sheep,0.695
6483,top_model_weights_no_3d,sheep,0.73
6484,top_model_weights_no_3d,sheep,0.65
6485,top_model_weights_no_3d,sheep,0.67
6486,top_model_weights_no_3d,sheep,0.695
6487,top_model_weights_no_3d,sheep,0.7
6488,top_model_weights_no_3d,sheep,0.665
6489,top_model_weights_no_3d,sheep,0.69
6490,top_model_weights_no_3d,sheep,0.65
6491,top_model_weights_no_3d,sheep,0.685
6492,top_model_weights_no_3d,sheep,0.68
6493,top_model_weights_no_3d,sheep,0.66
6494,top_model_weights_no_3d,sheep,0.725
6495,top_model_weights_no_3d,sheep,0.62
6496,top_model_weights_no_3d,sheep,0.695
6497,top_model_weights_no_3d,sheep,0.65
6498,top_model_weights_no_3d,sheep,0.635
6499,top_model_weights_no_3d,sheep,0.72
6500,top_model_weights_with_3d,sheep,0.76
6501,top_model_weights_with_3d,sheep,0.725
6502,top_model_weights_with_3d,sheep,0.715
6503,top_model_weights_with_3d,sheep,0.695
6504,top_model_weights_with_3d,sheep,0.75
6505,top_model_weights_with_3d,sheep,0.785
6506,top_model_weights_with_3d,sheep,0.745
6507,top_model_weights_with_3d,sheep,0.705
6508,top_model_weights_with_3d,sheep,0.66
6509,top_model_weights_with_3d,sheep,0.715
6510,top_model_weights_with_3d,sheep,0.755
6511,top_model_weights_with_3d,sheep,0.735
6512,top_model_weights_with_3d,sheep,0.695
6513,top_model_weights_with_3d,sheep,0.715
6514,top_model_weights_with_3d,sheep,0.75
6515,top_model_weights_with_3d,sheep,0.68
6516,top_model_weights_with_3d,sheep,0.75
6517,top_model_weights_with_3d,sheep,0.82
6518,top_model_weights_with_3d,sheep,0.725
6519,top_model_weights_with_3d,sheep,0.755
6520,top_model_weights_with_3d,sheep,0.75
6521,top_model_weights_with_3d,sheep,0.71
6522,top_model_weights_with_3d,sheep,0.725
6523,top_model_weights_with_3d,sheep,0.74
6524,top_model_weights_with_3d,sheep,0.72
6525,top_model_weights_with_3d,sheep,0.74
6526,top_model_weights_with_3d,sheep,0.78
6527,top_model_weights_with_3d,sheep,0.76
6528,top_model_weights_with_3d,sheep,0.765
6529,top_model_weights_with_3d,sheep,0.74
6530,top_model_weights_with_3d,sheep,0.715
6531,top_model_weights_with_3d,sheep,0.715
6532,top_model_weights_with_3d,sheep,0.675
6533,top_model_weights_with_3d,sheep,0.805
6534,top_model_weights_with_3d,sheep,0.76
6535,top_model_weights_with_3d,sheep,0.71
6536,top_model_weights_with_3d,sheep,0.76
6537,top_model_weights_with_3d,sheep,0.72
6538,top_model_weights_with_3d,sheep,0.765
6539,top_model_weights_with_3d,sheep,0.73
6540,top_model_weights_with_3d,sheep,0.77
6541,top_model_weights_with_3d,sheep,0.75
6542,top_model_weights_with_3d,sheep,0.68
6543,top_model_weights_with_3d,sheep,0.715
6544,top_model_weights_with_3d,sheep,0.7
6545,top_model_weights_with_3d,sheep,0.775
6546,top_model_weights_with_3d,sheep,0.72
6547,top_model_weights_with_3d,sheep,0.745
6548,top_model_weights_with_3d,sheep,0.725
6549,top_model_weights_with_3d,sheep,0.74
6550,top_model_weights_with_3d,sheep,0.76
6551,top_model_weights_with_3d,sheep,0.735
6552,top_model_weights_with_3d,sheep,0.725
6553,top_model_weights_with_3d,sheep,0.755
6554,top_model_weights_with_3d,sheep,0.745
6555,top_model_weights_with_3d,sheep,0.75
6556,top_model_weights_with_3d,sheep,0.77
6557,top_model_weights_with_3d,sheep,0.8
6558,top_model_weights_with_3d,sheep,0.67
6559,top_model_weights_with_3d,sheep,0.735
6560,top_model_weights_with_3d,sheep,0.73
6561,top_model_weights_with_3d,sheep,0.71
6562,top_model_weights_with_3d,sheep,0.78
6563,top_model_weights_with_3d,sheep,0.725
6564,top_model_weights_with_3d,sheep,0.72
6565,top_model_weights_with_3d,sheep,0.795
6566,top_model_weights_with_3d,sheep,0.67
6567,top_model_weights_with_3d,sheep,0.71
6568,top_model_weights_with_3d,sheep,0.77
6569,top_model_weights_with_3d,sheep,0.77
6570,top_model_weights_with_3d,sheep,0.73
6571,top_model_weights_with_3d,sheep,0.695
6572,top_model_weights_with_3d,sheep,0.725
6573,top_model_weights_with_3d,sheep,0.775
6574,top_model_weights_with_3d,sheep,0.775
6575,top_model_weights_with_3d,sheep,0.74
6576,top_model_weights_with_3d,sheep,0.73
6577,top_model_weights_with_3d,sheep,0.71
6578,top_model_weights_with_3d,sheep,0.74
6579,top_model_weights_with_3d,sheep,0.765
6580,top_model_weights_with_3d,sheep,0.7
6581,top_model_weights_with_3d,sheep,0.8
6582,top_model_weights_with_3d,sheep,0.735
6583,top_model_weights_with_3d,sheep,0.67
6584,top_model_weights_with_3d,sheep,0.745
6585,top_model_weights_with_3d,sheep,0.75
6586,top_model_weights_with_3d,sheep,0.715
6587,top_model_weights_with_3d,sheep,0.76
6588,top_model_weights_with_3d,sheep,0.745
6589,top_model_weights_with_3d,sheep,0.755
6590,top_model_weights_with_3d,sheep,0.715
6591,top_model_weights_with_3d,sheep,0.69
6592,top_model_weights_with_3d,sheep,0.765
6593,top_model_weights_with_3d,sheep,0.72
6594,top_model_weights_with_3d,sheep,0.74
6595,top_model_weights_with_3d,sheep,0.735
6596,top_model_weights_with_3d,sheep,0.82
6597,top_model_weights_with_3d,sheep,0.72
6598,top_model_weights_with_3d,sheep,0.735
6599,top_model_weights_with_3d,sheep,0.74
6600,top_model_weights_with_3d,sheep,0.755
6601,top_model_weights_with_3d,sheep,0.77
6602,top_model_weights_with_3d,sheep,0.725
6603,top_model_weights_with_3d,sheep,0.72
6604,top_model_weights_with_3d,sheep,0.715
6605,top_model_weights_with_3d,sheep,0.75
6606,top_model_weights_with_3d,sheep,0.69
6607,top_model_weights_with_3d,sheep,0.715
6608,top_model_weights_with_3d,sheep,0.765
6609,top_model_weights_with_3d,sheep,0.79
6610,top_model_weights_with_3d,sheep,0.76
6611,top_model_weights_with_3d,sheep,0.72
6612,top_model_weights_with_3d,sheep,0.775
6613,top_model_weights_with_3d,sheep,0.77
6614,top_model_weights_with_3d,sheep,0.785
6615,top_model_weights_with_3d,sheep,0.725
6616,top_model_weights_with_3d,sheep,0.71
6617,top_model_weights_with_3d,sheep,0.765
6618,top_model_weights_with_3d,sheep,0.695
6619,top_model_weights_with_3d,sheep,0.745
6620,top_model_weights_with_3d,sheep,0.74
6621,top_model_weights_with_3d,sheep,0.735
6622,top_model_weights_with_3d,sheep,0.73
6623,top_model_weights_with_3d,sheep,0.75
6624,top_model_weights_with_3d,sheep,0.72
6625,top_model_weights_with_3d,sheep,0.725
6626,top_model_weights_with_3d,sheep,0.725
6627,top_model_weights_with_3d,sheep,0.68
6628,top_model_weights_with_3d,sheep,0.775
6629,top_model_weights_with_3d,sheep,0.71
6630,top_model_weights_with_3d,sheep,0.7
6631,top_model_weights_with_3d,sheep,0.745
6632,top_model_weights_with_3d,sheep,0.755
6633,top_model_weights_with_3d,sheep,0.8
6634,top_model_weights_with_3d,sheep,0.73
6635,top_model_weights_with_3d,sheep,0.76
6636,top_model_weights_with_3d,sheep,0.755
6637,top_model_weights_with_3d,sheep,0.745
6638,top_model_weights_with_3d,sheep,0.745
6639,top_model_weights_with_3d,sheep,0.705
6640,top_model_weights_with_3d,sheep,0.7
6641,top_model_weights_with_3d,sheep,0.675
6642,top_model_weights_with_3d,sheep,0.72
6643,top_model_weights_with_3d,sheep,0.735
6644,top_model_weights_with_3d,sheep,0.735
6645,top_model_weights_with_3d,sheep,0.75
6646,top_model_weights_with_3d,sheep,0.735
6647,top_model_weights_with_3d,sheep,0.725
6648,top_model_weights_with_3d,sheep,0.73
6649,top_model_weights_with_3d,sheep,0.75
6650,top_model_weights_with_3d,sheep,0.735
6651,top_model_weights_with_3d,sheep,0.74
6652,top_model_weights_with_3d,sheep,0.66
6653,top_model_weights_with_3d,sheep,0.785
6654,top_model_weights_with_3d,sheep,0.725
6655,top_model_weights_with_3d,sheep,0.76
6656,top_model_weights_with_3d,sheep,0.725
6657,top_model_weights_with_3d,sheep,0.67
6658,top_model_weights_with_3d,sheep,0.73
6659,top_model_weights_with_3d,sheep,0.74
6660,top_model_weights_with_3d,sheep,0.745
6661,top_model_weights_with_3d,sheep,0.73
6662,top_model_weights_with_3d,sheep,0.74
6663,top_model_weights_with_3d,sheep,0.72
6664,top_model_weights_with_3d,sheep,0.785
6665,top_model_weights_with_3d,sheep,0.75
6666,top_model_weights_with_3d,sheep,0.735
6667,top_model_weights_with_3d,sheep,0.695
6668,top_model_weights_with_3d,sheep,0.765
6669,top_model_weights_with_3d,sheep,0.75
6670,top_model_weights_with_3d,sheep,0.73
6671,top_model_weights_with_3d,sheep,0.72
6672,top_model_weights_with_3d,sheep,0.76
6673,top_model_weights_with_3d,sheep,0.75
6674,top_model_weights_with_3d,sheep,0.695
6675,top_model_weights_with_3d,sheep,0.77
6676,top_model_weights_with_3d,sheep,0.755
6677,top_model_weights_with_3d,sheep,0.77
6678,top_model_weights_with_3d,sheep,0.72
6679,top_model_weights_with_3d,sheep,0.735
6680,top_model_weights_with_3d,sheep,0.77
6681,top_model_weights_with_3d,sheep,0.755
6682,top_model_weights_with_3d,sheep,0.705
6683,top_model_weights_with_3d,sheep,0.7
6684,top_model_weights_with_3d,sheep,0.705
6685,top_model_weights_with_3d,sheep,0.75
6686,top_model_weights_with_3d,sheep,0.73
6687,top_model_weights_with_3d,sheep,0.705
6688,top_model_weights_with_3d,sheep,0.74
6689,top_model_weights_with_3d,sheep,0.71
6690,top_model_weights_with_3d,sheep,0.74
6691,top_model_weights_with_3d,sheep,0.74
6692,top_model_weights_with_3d,sheep,0.69
6693,top_model_weights_with_3d,sheep,0.775
6694,top_model_weights_with_3d,sheep,0.72
6695,top_model_weights_with_3d,sheep,0.8
6696,top_model_weights_with_3d,sheep,0.72
6697,top_model_weights_with_3d,sheep,0.725
6698,top_model_weights_with_3d,sheep,0.72
6699,top_model_weights_with_3d,sheep,0.725
6700,top_model_weights_with_3d,sheep,0.74
6701,top_model_weights_with_3d,sheep,0.72
6702,top_model_weights_with_3d,sheep,0.715
6703,top_model_weights_with_3d,sheep,0.785
6704,top_model_weights_with_3d,sheep,0.775
6705,top_model_weights_with_3d,sheep,0.755
6706,top_model_weights_with_3d,sheep,0.72
6707,top_model_weights_with_3d,sheep,0.71
6708,top_model_weights_with_3d,sheep,0.69
6709,top_model_weights_with_3d,sheep,0.7
6710,top_model_weights_with_3d,sheep,0.775
6711,top_model_weights_with_3d,sheep,0.755
6712,top_model_weights_with_3d,sheep,0.74
6713,top_model_weights_with_3d,sheep,0.77
6714,top_model_weights_with_3d,sheep,0.72
6715,top_model_weights_with_3d,sheep,0.73
6716,top_model_weights_with_3d,sheep,0.735
6717,top_model_weights_with_3d,sheep,0.745
6718,top_model_weights_with_3d,sheep,0.725
6719,top_model_weights_with_3d,sheep,0.755
6720,top_model_weights_with_3d,sheep,0.755
6721,top_model_weights_with_3d,sheep,0.745
6722,top_model_weights_with_3d,sheep,0.735
6723,top_model_weights_with_3d,sheep,0.78
6724,top_model_weights_with_3d,sheep,0.775
6725,top_model_weights_with_3d,sheep,0.765
6726,top_model_weights_with_3d,sheep,0.75
6727,top_model_weights_with_3d,sheep,0.69
6728,top_model_weights_with_3d,sheep,0.71
6729,top_model_weights_with_3d,sheep,0.74
6730,top_model_weights_with_3d,sheep,0.765
6731,top_model_weights_with_3d,sheep,0.69
6732,top_model_weights_with_3d,sheep,0.79
6733,top_model_weights_with_3d,sheep,0.745
6734,top_model_weights_with_3d,sheep,0.71
6735,top_model_weights_with_3d,sheep,0.735
6736,top_model_weights_with_3d,sheep,0.78
6737,top_model_weights_with_3d,sheep,0.765
6738,top_model_weights_with_3d,sheep,0.745
6739,top_model_weights_with_3d,sheep,0.76
6740,top_model_weights_with_3d,sheep,0.765
6741,top_model_weights_with_3d,sheep,0.775
6742,top_model_weights_with_3d,sheep,0.785
6743,top_model_weights_with_3d,sheep,0.735
6744,top_model_weights_with_3d,sheep,0.8
6745,top_model_weights_with_3d,sheep,0.695
6746,top_model_weights_with_3d,sheep,0.765
6747,top_model_weights_with_3d,sheep,0.73
6748,top_model_weights_with_3d,sheep,0.785
6749,top_model_weights_with_3d,sheep,0.75
6750,top_model_weights_with_3d,sheep,0.74
6751,top_model_weights_with_3d,sheep,0.74
6752,top_model_weights_with_3d,sheep,0.735
6753,top_model_weights_with_3d,sheep,0.755
6754,top_model_weights_with_3d,sheep,0.745
6755,top_model_weights_with_3d,sheep,0.76
6756,top_model_weights_with_3d,sheep,0.685
6757,top_model_weights_with_3d,sheep,0.775
6758,top_model_weights_with_3d,sheep,0.745
6759,top_model_weights_with_3d,sheep,0.715
6760,top_model_weights_with_3d,sheep,0.725
6761,top_model_weights_with_3d,sheep,0.77
6762,top_model_weights_with_3d,sheep,0.79
6763,top_model_weights_with_3d,sheep,0.765
6764,top_model_weights_with_3d,sheep,0.735
6765,top_model_weights_with_3d,sheep,0.76
6766,top_model_weights_with_3d,sheep,0.745
6767,top_model_weights_with_3d,sheep,0.735
6768,top_model_weights_with_3d,sheep,0.74
6769,top_model_weights_with_3d,sheep,0.73
6770,top_model_weights_with_3d,sheep,0.755
6771,top_model_weights_with_3d,sheep,0.725
6772,top_model_weights_with_3d,sheep,0.71
6773,top_model_weights_with_3d,sheep,0.755
6774,top_model_weights_with_3d,sheep,0.72
6775,top_model_weights_with_3d,sheep,0.77
6776,top_model_weights_with_3d,sheep,0.715
6777,top_model_weights_with_3d,sheep,0.74
6778,top_model_weights_with_3d,sheep,0.75
6779,top_model_weights_with_3d,sheep,0.725
6780,top_model_weights_with_3d,sheep,0.745
6781,top_model_weights_with_3d,sheep,0.745
6782,top_model_weights_with_3d,sheep,0.74
6783,top_model_weights_with_3d,sheep,0.76
6784,top_model_weights_with_3d,sheep,0.745
6785,top_model_weights_with_3d,sheep,0.715
6786,top_model_weights_with_3d,sheep,0.7
6787,top_model_weights_with_3d,sheep,0.725
6788,top_model_weights_with_3d,sheep,0.745
6789,top_model_weights_with_3d,sheep,0.75
6790,top_model_weights_with_3d,sheep,0.775
6791,top_model_weights_with_3d,sheep,0.695
6792,top_model_weights_with_3d,sheep,0.76
6793,top_model_weights_with_3d,sheep,0.72
6794,top_model_weights_with_3d,sheep,0.75
6795,top_model_weights_with_3d,sheep,0.755
6796,top_model_weights_with_3d,sheep,0.795
6797,top_model_weights_with_3d,sheep,0.75
6798,top_model_weights_with_3d,sheep,0.785
6799,top_model_weights_with_3d,sheep,0.775
6800,top_model_weights_with_3d,sheep,0.74
6801,top_model_weights_with_3d,sheep,0.755
6802,top_model_weights_with_3d,sheep,0.775
6803,top_model_weights_with_3d,sheep,0.73
6804,top_model_weights_with_3d,sheep,0.775
6805,top_model_weights_with_3d,sheep,0.755
6806,top_model_weights_with_3d,sheep,0.755
6807,top_model_weights_with_3d,sheep,0.775
6808,top_model_weights_with_3d,sheep,0.76
6809,top_model_weights_with_3d,sheep,0.81
6810,top_model_weights_with_3d,sheep,0.75
6811,top_model_weights_with_3d,sheep,0.7
6812,top_model_weights_with_3d,sheep,0.715
6813,top_model_weights_with_3d,sheep,0.695
6814,top_model_weights_with_3d,sheep,0.755
6815,top_model_weights_with_3d,sheep,0.71
6816,top_model_weights_with_3d,sheep,0.725
6817,top_model_weights_with_3d,sheep,0.75
6818,top_model_weights_with_3d,sheep,0.74
6819,top_model_weights_with_3d,sheep,0.78
6820,top_model_weights_with_3d,sheep,0.745
6821,top_model_weights_with_3d,sheep,0.735
6822,top_model_weights_with_3d,sheep,0.77
6823,top_model_weights_with_3d,sheep,0.765
6824,top_model_weights_with_3d,sheep,0.76
6825,top_model_weights_with_3d,sheep,0.755
6826,top_model_weights_with_3d,sheep,0.75
6827,top_model_weights_with_3d,sheep,0.74
6828,top_model_weights_with_3d,sheep,0.71
6829,top_model_weights_with_3d,sheep,0.71
6830,top_model_weights_with_3d,sheep,0.745
6831,top_model_weights_with_3d,sheep,0.755
6832,top_model_weights_with_3d,sheep,0.765
6833,top_model_weights_with_3d,sheep,0.765
6834,top_model_weights_with_3d,sheep,0.755
6835,top_model_weights_with_3d,sheep,0.755
6836,top_model_weights_with_3d,sheep,0.765
6837,top_model_weights_with_3d,sheep,0.745
6838,top_model_weights_with_3d,sheep,0.715
6839,top_model_weights_with_3d,sheep,0.705
6840,top_model_weights_with_3d,sheep,0.77
6841,top_model_weights_with_3d,sheep,0.77
6842,top_model_weights_with_3d,sheep,0.71
6843,top_model_weights_with_3d,sheep,0.735
6844,top_model_weights_with_3d,sheep,0.755
6845,top_model_weights_with_3d,sheep,0.73
6846,top_model_weights_with_3d,sheep,0.655
6847,top_model_weights_with_3d,sheep,0.74
6848,top_model_weights_with_3d,sheep,0.76
6849,top_model_weights_with_3d,sheep,0.75
6850,top_model_weights_with_3d,sheep,0.71
6851,top_model_weights_with_3d,sheep,0.725
6852,top_model_weights_with_3d,sheep,0.725
6853,top_model_weights_with_3d,sheep,0.79
6854,top_model_weights_with_3d,sheep,0.795
6855,top_model_weights_with_3d,sheep,0.75
6856,top_model_weights_with_3d,sheep,0.705
6857,top_model_weights_with_3d,sheep,0.705
6858,top_model_weights_with_3d,sheep,0.72
6859,top_model_weights_with_3d,sheep,0.77
6860,top_model_weights_with_3d,sheep,0.74
6861,top_model_weights_with_3d,sheep,0.74
6862,top_model_weights_with_3d,sheep,0.775
6863,top_model_weights_with_3d,sheep,0.795
6864,top_model_weights_with_3d,sheep,0.74
6865,top_model_weights_with_3d,sheep,0.74
6866,top_model_weights_with_3d,sheep,0.72
6867,top_model_weights_with_3d,sheep,0.755
6868,top_model_weights_with_3d,sheep,0.72
6869,top_model_weights_with_3d,sheep,0.715
6870,top_model_weights_with_3d,sheep,0.72
6871,top_model_weights_with_3d,sheep,0.765
6872,top_model_weights_with_3d,sheep,0.71
6873,top_model_weights_with_3d,sheep,0.76
6874,top_model_weights_with_3d,sheep,0.745
6875,top_model_weights_with_3d,sheep,0.79
6876,top_model_weights_with_3d,sheep,0.785
6877,top_model_weights_with_3d,sheep,0.76
6878,top_model_weights_with_3d,sheep,0.725
6879,top_model_weights_with_3d,sheep,0.805
6880,top_model_weights_with_3d,sheep,0.73
6881,top_model_weights_with_3d,sheep,0.75
6882,top_model_weights_with_3d,sheep,0.735
6883,top_model_weights_with_3d,sheep,0.79
6884,top_model_weights_with_3d,sheep,0.755
6885,top_model_weights_with_3d,sheep,0.77
6886,top_model_weights_with_3d,sheep,0.72
6887,top_model_weights_with_3d,sheep,0.785
6888,top_model_weights_with_3d,sheep,0.805
6889,top_model_weights_with_3d,sheep,0.7
6890,top_model_weights_with_3d,sheep,0.71
6891,top_model_weights_with_3d,sheep,0.765
6892,top_model_weights_with_3d,sheep,0.74
6893,top_model_weights_with_3d,sheep,0.775
6894,top_model_weights_with_3d,sheep,0.73
6895,top_model_weights_with_3d,sheep,0.735
6896,top_model_weights_with_3d,sheep,0.735
6897,top_model_weights_with_3d,sheep,0.755
6898,top_model_weights_with_3d,sheep,0.73
6899,top_model_weights_with_3d,sheep,0.725
6900,top_model_weights_with_3d,sheep,0.75
6901,top_model_weights_with_3d,sheep,0.78
6902,top_model_weights_with_3d,sheep,0.795
6903,top_model_weights_with_3d,sheep,0.71
6904,top_model_weights_with_3d,sheep,0.795
6905,top_model_weights_with_3d,sheep,0.705
6906,top_model_weights_with_3d,sheep,0.79
6907,top_model_weights_with_3d,sheep,0.75
6908,top_model_weights_with_3d,sheep,0.755
6909,top_model_weights_with_3d,sheep,0.75
6910,top_model_weights_with_3d,sheep,0.78
6911,top_model_weights_with_3d,sheep,0.76
6912,top_model_weights_with_3d,sheep,0.72
6913,top_model_weights_with_3d,sheep,0.73
6914,top_model_weights_with_3d,sheep,0.72
6915,top_model_weights_with_3d,sheep,0.705
6916,top_model_weights_with_3d,sheep,0.735
6917,top_model_weights_with_3d,sheep,0.725
6918,top_model_weights_with_3d,sheep,0.735
6919,top_model_weights_with_3d,sheep,0.725
6920,top_model_weights_with_3d,sheep,0.74
6921,top_model_weights_with_3d,sheep,0.78
6922,top_model_weights_with_3d,sheep,0.745
6923,top_model_weights_with_3d,sheep,0.79
6924,top_model_weights_with_3d,sheep,0.735
6925,top_model_weights_with_3d,sheep,0.775
6926,top_model_weights_with_3d,sheep,0.75
6927,top_model_weights_with_3d,sheep,0.795
6928,top_model_weights_with_3d,sheep,0.71
6929,top_model_weights_with_3d,sheep,0.645
6930,top_model_weights_with_3d,sheep,0.785
6931,top_model_weights_with_3d,sheep,0.74
